sample_id,true_genres,pred_genres_image,outcome_image,jaccard_image,tp_image,fp_image,fn_image,pred_genres_text,outcome_text,jaccard_text,tp_text,fp_text,fn_text,pred_genres_multimodal,outcome_multimodal,jaccard_multimodal,tp_multimodal,fp_multimodal,fn_multimodal
1514660_1,Casual|Sports,Action|Adventure|Simulation|Strategy,wrong,0.0000,0,4,2,Action|Casual|Sports,partial,0.6667,2,1,0,Action|Casual|Sports,partial,0.6667,2,1,0
1516490_0,Casual|Simulation|Strategy,Action|Casual|Strategy,partial,0.5000,2,1,1,Casual|Simulation|Strategy,exact,1.0000,3,0,0,Casual|Strategy,partial,0.6667,2,0,1
1516490_1,Casual|Simulation|Strategy,Casual|Simulation|Strategy,exact,1.0000,3,0,0,Casual|Simulation|Strategy,exact,1.0000,3,0,0,Casual|Strategy,partial,0.6667,2,0,1
1519610_0,Action,Action|Casual|Strategy,partial,0.3333,1,2,0,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Casual,partial,0.5000,1,1,0
1519610_1,Action,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Casual,partial,0.5000,1,1,0
1522080_0,Action,Action|Adventure|Casual,partial,0.3333,1,2,0,Action,exact,1.0000,1,0,0,Action,exact,1.0000,1,0,0
1522080_1,Action,Action|Adventure|Casual|Strategy,partial,0.2500,1,3,0,Action,exact,1.0000,1,0,0,Action,exact,1.0000,1,0,0
1524790_0,Adventure|Casual|RPG|Simulation,Action|Adventure|Casual,partial,0.4000,2,1,2,Action|Adventure|Casual,partial,0.4000,2,1,2,Casual,partial,0.2500,1,0,3
1524790_1,Adventure|Casual|RPG|Simulation,Action|Adventure|Casual,partial,0.4000,2,1,2,Action|Adventure|Casual,partial,0.4000,2,1,2,Action|Casual,partial,0.2000,1,1,3
1529560_0,Action,Action|Adventure|Casual|RPG|Strategy,partial,0.2000,1,4,0,Action|Casual,partial,0.5000,1,1,0,Action|Casual,partial,0.5000,1,1,0
1529560_1,Action,Adventure|Casual|Simulation,wrong,0.0000,0,3,1,Action|Casual,partial,0.5000,1,1,0,Action|Casual,partial,0.5000,1,1,0
1537410_0,Racing,Action|Adventure|Casual,wrong,0.0000,0,3,1,Action|Casual|Racing,partial,0.3333,1,2,0,Action|Casual|Racing|Sports,partial,0.2500,1,3,0
1537410_1,Racing,Action|Adventure|Casual|Simulation|Strategy,wrong,0.0000,0,5,1,Action|Casual|Racing,partial,0.3333,1,2,0,Casual|Racing|Sports,partial,0.3333,1,2,0
1540100_0,Adventure,Action|Adventure,partial,0.5000,1,1,0,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Adventure,partial,0.5000,1,1,0
1540100_1,Adventure,Action|Casual|Strategy,wrong,0.0000,0,3,1,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Adventure|Casual,partial,0.3333,1,2,0
1541670_0,Casual,Action|Adventure|Casual|Racing|Simulation,partial,0.2000,1,4,0,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Casual|Simulation,partial,0.3333,1,2,0
1541670_1,Casual,Action|Adventure,wrong,0.0000,0,2,1,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Adventure|Casual,partial,0.3333,1,2,0
1542080_0,Action|Adventure|Casual,Action|Adventure|Casual,exact,1.0000,3,0,0,Action|Adventure,partial,0.6667,2,0,1,Action|Adventure|Casual,exact,1.0000,3,0,0
1542080_1,Action|Adventure|Casual,Action|Adventure|Casual,exact,1.0000,3,0,0,Action|Adventure,partial,0.6667,2,0,1,Action|Adventure|Casual,exact,1.0000,3,0,0
1551000_0,Action|Adventure|Casual|RPG|Simulation,Action|Adventure|Casual|Simulation,partial,0.8000,4,0,1,Action|Adventure|Casual|Simulation,partial,0.8000,4,0,1,Action|Adventure|Casual|Simulation,partial,0.8000,4,0,1
1551000_1,Action|Adventure|Casual|RPG|Simulation,Action|Adventure|Casual|RPG|Strategy,partial,0.6667,4,1,1,Action|Adventure|Casual|Simulation,partial,0.8000,4,0,1,Action|Adventure|Casual|Simulation,partial,0.8000,4,0,1
1551770_0,Action|Adventure|Casual,Action|Adventure|Casual|RPG,partial,0.7500,3,1,0,Action|Adventure|Simulation,partial,0.5000,2,1,1,Action|Adventure|Casual|Simulation,partial,0.7500,3,1,0
1551770_1,Action|Adventure|Casual,Action|Adventure|Casual|RPG,partial,0.7500,3,1,0,Action|Adventure|Simulation,partial,0.5000,2,1,1,Action|Adventure|Casual|Simulation,partial,0.7500,3,1,0
1554530_0,Action|Adventure|RPG,Action|Casual|RPG|Strategy,partial,0.4000,2,2,1,Adventure|RPG,partial,0.6667,2,0,1,Adventure|Casual|RPG,partial,0.5000,2,1,1
1554530_1,Action|Adventure|RPG,Action|Adventure|Casual|RPG|Strategy,partial,0.6000,3,2,0,Adventure|RPG,partial,0.6667,2,0,1,Adventure|Casual|RPG,partial,0.5000,2,1,1
1561880_0,Casual,Adventure|Casual|RPG,partial,0.3333,1,2,0,Action|Adventure|Casual,partial,0.3333,1,2,0,Adventure|Casual,partial,0.5000,1,1,0
1561880_1,Casual,Adventure|Casual,partial,0.5000,1,1,0,Action|Adventure|Casual,partial,0.3333,1,2,0,Adventure|Casual,partial,0.5000,1,1,0
1563940_0,Action|Adventure|Casual|RPG|Strategy,Action|Adventure|RPG,partial,0.6000,3,0,2,Action|Adventure|RPG,partial,0.6000,3,0,2,Action|Adventure|RPG,partial,0.6000,3,0,2
1563940_1,Action|Adventure|Casual|RPG|Strategy,Action|Adventure|Casual,partial,0.6000,3,0,2,Action|Adventure|RPG,partial,0.6000,3,0,2,Action|Adventure|RPG,partial,0.6000,3,0,2
1565250_0,Action|Adventure|RPG,Action|Adventure|Casual|RPG|Simulation,partial,0.6000,3,2,0,Action|Adventure|RPG,exact,1.0000,3,0,0,Action|Adventure|RPG,exact,1.0000,3,0,0
1565250_1,Action|Adventure|RPG,Action|Adventure|Casual|RPG|Strategy,partial,0.6000,3,2,0,Action|Adventure|RPG,exact,1.0000,3,0,0,Adventure|RPG|Strategy,partial,0.5000,2,1,1
1565870_0,Action|Sports,Casual|Simulation,wrong,0.0000,0,2,2,Action|Casual|Sports,partial,0.6667,2,1,0,Action|Casual|Sports,partial,0.6667,2,1,0
1565870_1,Action|Sports,Adventure|Casual|Simulation,wrong,0.0000,0,3,2,Action|Casual|Sports,partial,0.6667,2,1,0,Action|Casual|Sports,partial,0.6667,2,1,0
1566120_0,Simulation|Sports,Action|Adventure|Casual|Simulation,partial,0.2000,1,3,1,Action|Sports,partial,0.3333,1,1,1,Action|Casual|Racing|Sports,partial,0.2000,1,3,1
1566120_1,Simulation|Sports,Action|Casual|Racing|Simulation|Sports,partial,0.4000,2,3,0,Action|Sports,partial,0.3333,1,1,1,Action|Casual|Racing|Simulation|Sports,partial,0.4000,2,3,0
1566580_0,Adventure,Action|Adventure|Casual|Simulation|Strategy,partial,0.2000,1,4,0,Action|Adventure|RPG,partial,0.3333,1,2,0,Action|Adventure|Casual|RPG,partial,0.2500,1,3,0
1566580_1,Adventure,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Adventure|RPG,partial,0.3333,1,2,0,Action|Adventure|Casual|RPG,partial,0.2500,1,3,0
1571030_0,Strategy,Adventure|Casual|Strategy,partial,0.3333,1,2,0,Strategy,exact,1.0000,1,0,0,Casual|Strategy,partial,0.5000,1,1,0
1571030_1,Strategy,Adventure|Casual|RPG|Strategy,partial,0.2500,1,3,0,Strategy,exact,1.0000,1,0,0,Casual|Strategy,partial,0.5000,1,1,0
1573280_0,Action|Adventure|Casual|RPG|Simulation|Strategy,Action|Adventure|Simulation,partial,0.5000,3,0,3,Simulation,partial,0.1667,1,0,5,Action|Adventure|Simulation,partial,0.5000,3,0,3
1573280_1,Action|Adventure|Casual|RPG|Simulation|Strategy,Action|Adventure|Casual|Simulation,partial,0.6667,4,0,2,Simulation,partial,0.1667,1,0,5,Action|Adventure|Casual|Simulation,partial,0.6667,4,0,2
1579300_0,Casual|Simulation,Action|Adventure,wrong,0.0000,0,2,2,Adventure|Casual,partial,0.3333,1,1,1,Adventure|Casual,partial,0.3333,1,1,1
1579300_1,Casual|Simulation,Action|Adventure|Casual|Simulation,partial,0.5000,2,2,0,Adventure|Casual,partial,0.3333,1,1,1,Adventure|Casual|Simulation,partial,0.6667,2,1,0
1581040_0,Action,Action|Adventure|Casual|Simulation,partial,0.2500,1,3,0,Action|Adventure|RPG,partial,0.3333,1,2,0,Action|Adventure|RPG,partial,0.3333,1,2,0
1581040_1,Action,Action|Adventure|Casual|RPG|Simulation,partial,0.2000,1,4,0,Action|Adventure|RPG,partial,0.3333,1,2,0,Action|Adventure|RPG,partial,0.3333,1,2,0
1582960_1,Action|Casual,Action|Adventure|Casual|Simulation,partial,0.5000,2,2,0,Action|Casual,exact,1.0000,2,0,0,Action|Casual,exact,1.0000,2,0,0
1583910_0,Casual,Casual,exact,1.0000,1,0,0,Casual,exact,1.0000,1,0,0,Casual,exact,1.0000,1,0,0
1583910_1,Casual,Casual,exact,1.0000,1,0,0,Casual,exact,1.0000,1,0,0,Casual|Strategy,partial,0.5000,1,1,0
1584530_0,Action,Action|Adventure|Casual|RPG|Strategy,partial,0.2000,1,4,0,Action|Casual,partial,0.5000,1,1,0,Action|Casual,partial,0.5000,1,1,0
1584530_1,Action,Casual|Simulation|Strategy,wrong,0.0000,0,3,1,Action|Casual,partial,0.5000,1,1,0,Action|Casual,partial,0.5000,1,1,0
1584750_0,Action,Action|Adventure|Simulation,partial,0.3333,1,2,0,Action,exact,1.0000,1,0,0,Action,exact,1.0000,1,0,0
1584750_1,Action,Action|RPG|Simulation|Strategy,partial,0.2500,1,3,0,Action,exact,1.0000,1,0,0,Action,exact,1.0000,1,0,0
1585220_0,Action,Casual,wrong,0.0000,0,1,1,Action|Adventure|Casual,partial,0.3333,1,2,0,Casual,wrong,0.0000,0,1,1
1585220_1,Action,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Adventure|Casual,partial,0.3333,1,2,0,Adventure|Casual,wrong,0.0000,0,2,1
1586750_0,Action|Casual,Action|Adventure|RPG,partial,0.2500,1,2,1,Action|Adventure|RPG,partial,0.2500,1,2,1,Action|Adventure,partial,0.3333,1,1,1
1586750_1,Action|Casual,Action|Adventure|RPG,partial,0.2500,1,2,1,Action|Adventure|RPG,partial,0.2500,1,2,1,Action|Adventure,partial,0.3333,1,1,1
1586880_0,Casual|RPG,Adventure|Casual|Simulation|Strategy,partial,0.2000,1,3,1,Adventure|Casual,partial,0.3333,1,1,1,Adventure|Casual,partial,0.3333,1,1,1
1586880_1,Casual|RPG,Adventure|Casual|Simulation,partial,0.2500,1,2,1,Adventure|Casual,partial,0.3333,1,1,1,Adventure|Casual,partial,0.3333,1,1,1
1587130_0,Action|RPG,Action|Adventure,partial,0.3333,1,1,1,Action|Adventure|RPG,partial,0.6667,2,1,0,Action|Adventure|RPG,partial,0.6667,2,1,0
1587130_1,Action|RPG,Action|Adventure,partial,0.3333,1,1,1,Action|Adventure|RPG,partial,0.6667,2,1,0,Action|Adventure|RPG,partial,0.6667,2,1,0
1587860_0,Casual|Racing|Simulation|Sports,Action|Adventure|Casual|Simulation,partial,0.3333,2,2,2,Action|Adventure|Racing|Simulation|Sports,partial,0.5000,3,2,1,Casual|Racing|Simulation|Sports,exact,1.0000,4,0,0
1587860_1,Casual|Racing|Simulation|Sports,Adventure|Casual|RPG|Simulation,partial,0.3333,2,2,2,Action|Adventure|Racing|Simulation|Sports,partial,0.5000,3,2,1,Casual|Racing|Simulation|Sports,exact,1.0000,4,0,0
1590840_0,Action|Adventure,Action|Adventure|Simulation,partial,0.6667,2,1,0,Action|Adventure,exact,1.0000,2,0,0,Action|Adventure,exact,1.0000,2,0,0
1590840_1,Action|Adventure,Action|Adventure|Casual|Simulation,partial,0.5000,2,2,0,Action|Adventure,exact,1.0000,2,0,0,Action|Adventure|Casual,partial,0.6667,2,1,0
1591440_0,Casual|RPG|Simulation|Strategy,Adventure|Casual|RPG|Simulation,partial,0.6000,3,1,1,Strategy,partial,0.2500,1,0,3,Casual|Strategy,partial,0.5000,2,0,2
1591440_1,Casual|RPG|Simulation|Strategy,Casual|Strategy,partial,0.5000,2,0,2,Strategy,partial,0.2500,1,0,3,Casual|Strategy,partial,0.5000,2,0,2
1592900_0,Action|Adventure|Casual,Action|Adventure|Casual,exact,1.0000,3,0,0,Adventure|Casual,partial,0.6667,2,0,1,Adventure|Casual,partial,0.6667,2,0,1
1592900_1,Action|Adventure|Casual,Action|Adventure,partial,0.6667,2,0,1,Adventure|Casual,partial,0.6667,2,0,1,Adventure|Casual,partial,0.6667,2,0,1
1592980_0,Adventure|Casual|RPG,Adventure|Casual|Simulation,partial,0.5000,2,1,1,Action|Adventure|Casual,partial,0.5000,2,1,1,Action|Adventure|Casual,partial,0.5000,2,1,1
1592980_1,Adventure|Casual|RPG,Action|Adventure|Casual,partial,0.5000,2,1,1,Action|Adventure|Casual,partial,0.5000,2,1,1,Action|Adventure|Casual,partial,0.5000,2,1,1
1596810_0,Casual|Simulation,Action|Adventure|Casual,partial,0.2500,1,2,1,Adventure|Casual,partial,0.3333,1,1,1,Adventure|Casual,partial,0.3333,1,1,1
1596810_1,Casual|Simulation,Adventure|Casual|Simulation|Strategy,partial,0.5000,2,2,0,Adventure|Casual,partial,0.3333,1,1,1,Casual,partial,0.5000,1,0,1
1598490_0,Adventure|Casual,Action|Adventure|Casual|Simulation,partial,0.5000,2,2,0,Adventure|Casual,exact,1.0000,2,0,0,Adventure|Casual,exact,1.0000,2,0,0
1598490_1,Adventure|Casual,Action|Adventure,partial,0.3333,1,1,1,Adventure|Casual,exact,1.0000,2,0,0,Adventure|Casual,exact,1.0000,2,0,0
1599680_0,Action|Adventure|Racing|Simulation|Sports,Action|Adventure|Casual|Racing|Simulation,partial,0.6667,4,1,1,Casual|Racing|Simulation,partial,0.3333,2,1,3,Casual|Racing|Simulation|Sports,partial,0.5000,3,1,2
1599680_1,Action|Adventure|Racing|Simulation|Sports,Action|Adventure|Casual|Racing|Simulation,partial,0.6667,4,1,1,Casual|Racing|Simulation,partial,0.3333,2,1,3,Casual|Racing|Simulation|Sports,partial,0.5000,3,1,2
1605300_1,Action,Casual|Strategy,wrong,0.0000,0,2,1,Action|Casual,partial,0.5000,1,1,0,Action|Casual|Strategy,partial,0.3333,1,2,0
1608460_0,Adventure|Casual|RPG|Simulation|Strategy,Action|Adventure|Casual|RPG|Strategy,partial,0.6667,4,1,1,Action|Adventure|Simulation,partial,0.3333,2,1,3,Adventure|Casual|RPG|Simulation,partial,0.8000,4,0,1
1608460_1,Adventure|Casual|RPG|Simulation|Strategy,Action|Adventure|RPG,partial,0.3333,2,1,3,Action|Adventure|Simulation,partial,0.3333,2,1,3,Action|Adventure|Casual|RPG,partial,0.5000,3,1,2
1619940_0,Action|Adventure|Casual,Action|Adventure|Casual,exact,1.0000,3,0,0,Action,partial,0.3333,1,0,2,Action,partial,0.3333,1,0,2
1619940_1,Action|Adventure|Casual,Action|Adventure|Casual,exact,1.0000,3,0,0,Action,partial,0.3333,1,0,2,Action|Casual,partial,0.6667,2,0,1
1622040_0,Adventure|Casual,Action|Adventure|Casual,partial,0.6667,2,1,0,Action|Adventure,partial,0.3333,1,1,1,Action|Adventure|Casual,partial,0.6667,2,1,0
1622040_1,Adventure|Casual,Action|Adventure|Casual|Simulation,partial,0.5000,2,2,0,Action|Adventure,partial,0.3333,1,1,1,Action|Adventure|Casual,partial,0.6667,2,1,0
1627030_0,Casual|Racing,Action|Adventure,wrong,0.0000,0,2,2,Action|Casual|Racing,partial,0.6667,2,1,0,Action|Casual|Racing,partial,0.6667,2,1,0
1627030_1,Casual|Racing,Action|Adventure|Casual|Simulation,partial,0.2000,1,3,1,Action|Casual|Racing,partial,0.6667,2,1,0,Action|Casual,partial,0.3333,1,1,1
1629150_0,Action|Adventure,Action|Adventure|Simulation,partial,0.6667,2,1,0,Action|Adventure,exact,1.0000,2,0,0,Action,partial,0.5000,1,0,1
1629150_1,Action|Adventure,Action|Adventure|RPG|Simulation,partial,0.5000,2,2,0,Action|Adventure,exact,1.0000,2,0,0,Action,partial,0.5000,1,0,1
1633170_0,Adventure|Casual,Action|Adventure,partial,0.3333,1,1,1,Action|Adventure,partial,0.3333,1,1,1,Action|Adventure,partial,0.3333,1,1,1
1633170_1,Adventure|Casual,Action|Adventure|Casual,partial,0.6667,2,1,0,Action|Adventure,partial,0.3333,1,1,1,Action|Adventure|Casual,partial,0.6667,2,1,0
1634860_0,Action|Adventure|Casual|RPG,Adventure|Casual|Strategy,partial,0.4000,2,1,2,Action|Adventure|RPG,partial,0.7500,3,0,1,Action|Adventure|Casual|RPG,exact,1.0000,4,0,0
1634860_1,Action|Adventure|Casual|RPG,Action|Casual|Strategy,partial,0.4000,2,1,2,Action|Adventure|RPG,partial,0.7500,3,0,1,Action|Adventure|Casual,partial,0.7500,3,0,1
1636360_0,Action|Casual,Action|Adventure|Casual,partial,0.6667,2,1,0,Action,partial,0.5000,1,0,1,Action|Casual,exact,1.0000,2,0,0
1636360_1,Action|Casual,Action|Adventure|Casual,partial,0.6667,2,1,0,Action,partial,0.5000,1,0,1,Action|Casual,exact,1.0000,2,0,0
1640220_0,Action|Racing|Simulation|Sports,Action|Adventure|Casual,partial,0.1667,1,2,3,Action|Casual|Racing,partial,0.4000,2,1,2,Action|Adventure|Casual|Racing,partial,0.3333,2,2,2
1640220_1,Action|Racing|Simulation|Sports,Action|Adventure|Casual|RPG,partial,0.1429,1,3,3,Action|Casual|Racing,partial,0.4000,2,1,2,Action|Casual,partial,0.2000,1,1,3
1666240_0,Action|Adventure,Action|Adventure|RPG,partial,0.6667,2,1,0,Action|Adventure,exact,1.0000,2,0,0,Action|Adventure,exact,1.0000,2,0,0
1666240_1,Action|Adventure,Action|Adventure|Casual|RPG,partial,0.5000,2,2,0,Action|Adventure,exact,1.0000,2,0,0,Action|Adventure|Casual,partial,0.6667,2,1,0
1672700_0,Action,Action|Casual|Strategy,partial,0.3333,1,2,0,Action,exact,1.0000,1,0,0,Action|Casual,partial,0.5000,1,1,0
1672700_1,Action,Action|Casual|Strategy,partial,0.3333,1,2,0,Action,exact,1.0000,1,0,0,Action|Casual,partial,0.5000,1,1,0
1673180_0,Action|Adventure|RPG|Strategy,Action|Adventure|RPG|Strategy,exact,1.0000,4,0,0,Adventure|RPG,partial,0.5000,2,0,2,Action|Adventure|RPG,partial,0.7500,3,0,1
1673180_1,Action|Adventure|RPG|Strategy,Action|Casual|Strategy,partial,0.4000,2,1,2,Adventure|RPG,partial,0.5000,2,0,2,Action|Adventure|RPG,partial,0.7500,3,0,1
1678550_0,Adventure|Simulation,Adventure,partial,0.5000,1,0,1,Adventure|Casual,partial,0.3333,1,1,1,Adventure|Casual,partial,0.3333,1,1,1
1678550_1,Adventure|Simulation,Action|Adventure|Casual,partial,0.2500,1,2,1,Adventure|Casual,partial,0.3333,1,1,1,Adventure|Casual,partial,0.3333,1,1,1
1682610_0,Simulation|Sports,Action|Adventure|Casual|Simulation,partial,0.2000,1,3,1,Action|Casual|Racing,wrong,0.0000,0,3,2,Action|Casual|Racing,wrong,0.0000,0,3,2
1682610_1,Simulation|Sports,Action|Adventure|Casual|Racing|Simulation,partial,0.1667,1,4,1,Action|Casual|Racing,wrong,0.0000,0,3,2,Action|Casual|Racing,wrong,0.0000,0,3,2
1683150_0,Simulation|Strategy,Action|Adventure,wrong,0.0000,0,2,2,Simulation|Strategy,exact,1.0000,2,0,0,Action|Racing|Simulation,partial,0.2500,1,2,1
1683150_1,Simulation|Strategy,Action|Adventure|Simulation,partial,0.2500,1,2,1,Simulation|Strategy,exact,1.0000,2,0,0,Adventure|Simulation,partial,0.3333,1,1,1
1683340_0,Adventure|Casual|Racing|Simulation|Sports,Action|Adventure|Casual|Simulation,partial,0.5000,3,1,2,Action|Adventure|Casual|Racing|Simulation|Sports,partial,0.8333,5,1,0,Action|Adventure|Casual|Racing|Simulation|Sports,partial,0.8333,5,1,0
1683340_1,Adventure|Casual|Racing|Simulation|Sports,Action|Adventure|Casual|RPG,partial,0.2857,2,2,3,Action|Adventure|Casual|Racing|Simulation|Sports,partial,0.8333,5,1,0,Action|Adventure|Casual|Racing|Simulation|Sports,partial,0.8333,5,1,0
1688390_0,Action,Action|Adventure|Casual|RPG|Simulation,partial,0.2000,1,4,0,Action|Adventure|RPG,partial,0.3333,1,2,0,Action|Adventure|RPG,partial,0.3333,1,2,0
1688390_1,Action,Action|Adventure|Casual|Simulation,partial,0.2500,1,3,0,Action|Adventure|RPG,partial,0.3333,1,2,0,Action|Adventure|RPG,partial,0.3333,1,2,0
1689350_0,Casual,Adventure|Casual|RPG|Simulation|Strategy,partial,0.2000,1,4,0,Adventure|Casual|Simulation,partial,0.3333,1,2,0,Casual|RPG|Strategy,partial,0.3333,1,2,0
1689350_1,Casual,Adventure|Casual|RPG|Strategy,partial,0.2500,1,3,0,Adventure|Casual|Simulation,partial,0.3333,1,2,0,Casual|RPG|Strategy,partial,0.3333,1,2,0
1692480_0,Action,Action|Adventure|Casual|RPG|Strategy,partial,0.2000,1,4,0,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Casual,partial,0.5000,1,1,0
1692480_1,Action,Action|Adventure|RPG|Strategy,partial,0.2500,1,3,0,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Casual|RPG,partial,0.3333,1,2,0
1694320_0,RPG|Strategy,Adventure|Casual|RPG|Simulation|Strategy,partial,0.4000,2,3,0,Action|Adventure|Casual|RPG,partial,0.2000,1,3,1,Casual|RPG|Strategy,partial,0.6667,2,1,0
1694320_1,RPG|Strategy,Action|Adventure|Casual|RPG|Strategy,partial,0.4000,2,3,0,Action|Adventure|Casual|RPG,partial,0.2000,1,3,1,Action|Casual|RPG,partial,0.2500,1,2,1
1696620_0,Casual,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Adventure,wrong,0.0000,0,2,1,Action|Adventure|Casual,partial,0.3333,1,2,0
1696620_1,Casual,Action|Casual|Simulation|Strategy,partial,0.2500,1,3,0,Action|Adventure,wrong,0.0000,0,2,1,Action|Casual|RPG|Strategy,partial,0.2500,1,3,0
1698080_0,Simulation|Sports|Strategy,Action|Casual|Simulation|Sports|Strategy,partial,0.6000,3,2,0,Simulation|Sports,partial,0.6667,2,0,1,Casual|Simulation|Sports,partial,0.5000,2,1,1
1698080_1,Simulation|Sports|Strategy,Action|Adventure|Casual|Simulation|Strategy,partial,0.3333,2,3,1,Simulation|Sports,partial,0.6667,2,0,1,Simulation|Sports,partial,0.6667,2,0,1
1698550_0,Action|Casual,Action|Adventure|Casual,partial,0.6667,2,1,0,Action|Casual,exact,1.0000,2,0,0,Action|Casual,exact,1.0000,2,0,0
1698550_1,Action|Casual,Action|Casual|RPG|Strategy,partial,0.5000,2,2,0,Action|Casual,exact,1.0000,2,0,0,Action|Casual,exact,1.0000,2,0,0
1699830_0,Casual|Strategy,Action|Adventure,wrong,0.0000,0,2,2,Action|Adventure|Casual,partial,0.2500,1,2,1,Action|Adventure|Casual,partial,0.2500,1,2,1
1699830_1,Casual|Strategy,Action|Adventure|Casual|Simulation,partial,0.2000,1,3,1,Action|Adventure|Casual,partial,0.2500,1,2,1,Action|Adventure|Casual,partial,0.2500,1,2,1
1701470_0,RPG,Casual|Simulation|Strategy,wrong,0.0000,0,3,1,Action|Casual,wrong,0.0000,0,2,1,Casual|Strategy,wrong,0.0000,0,2,1
1701470_1,RPG,Adventure|Casual|RPG|Strategy,partial,0.2500,1,3,0,Action|Casual,wrong,0.0000,0,2,1,Casual|Strategy,wrong,0.0000,0,2,1
1702330_0,Adventure|RPG|Simulation,Adventure|Casual|RPG,partial,0.5000,2,1,1,Action|Adventure|RPG|Strategy,partial,0.4000,2,2,1,Action|Adventure|Casual|RPG,partial,0.4000,2,2,1
1702330_1,Adventure|RPG|Simulation,Action|Adventure|Casual,partial,0.2000,1,2,2,Action|Adventure|RPG|Strategy,partial,0.4000,2,2,1,Action|Adventure|Casual|RPG|Strategy,partial,0.3333,2,3,1
1703460_0,Casual|Strategy,Casual|Simulation|Strategy,partial,0.6667,2,1,0,Adventure|Casual,partial,0.3333,1,1,1,Casual,partial,0.5000,1,0,1
1703460_1,Casual|Strategy,Casual,partial,0.5000,1,0,1,Adventure|Casual,partial,0.3333,1,1,1,Casual,partial,0.5000,1,0,1
1707790_0,Action|Casual,Action|Adventure|Casual,partial,0.6667,2,1,0,Action|Adventure|RPG,partial,0.2500,1,2,1,Action|Adventure|RPG,partial,0.2500,1,2,1
1707790_1,Action|Casual,Action|Adventure|Casual|Strategy,partial,0.5000,2,2,0,Action|Adventure|RPG,partial,0.2500,1,2,1,Action|Casual|RPG,partial,0.6667,2,1,0
1710580_0,Racing|Simulation|Sports,Action|Adventure|Casual|Racing|Simulation|Sports,partial,0.5000,3,3,0,Racing|Simulation|Sports,exact,1.0000,3,0,0,Racing|Simulation|Sports,exact,1.0000,3,0,0
1710580_1,Racing|Simulation|Sports,Action|Racing|Simulation|Sports,partial,0.7500,3,1,0,Racing|Simulation|Sports,exact,1.0000,3,0,0,Racing|Simulation|Sports,exact,1.0000,3,0,0
1715250_0,Action|Adventure|RPG|Strategy,Adventure|Casual|Simulation|Strategy,partial,0.3333,2,2,2,Simulation|Strategy,partial,0.2000,1,1,3,Simulation|Strategy,partial,0.2000,1,1,3
1715250_1,Action|Adventure|RPG|Strategy,Action|Adventure|Casual|Simulation|Strategy,partial,0.5000,3,2,1,Simulation|Strategy,partial,0.2000,1,1,3,Simulation|Strategy,partial,0.2000,1,1,3
1715350_0,Action,Action|Adventure,partial,0.5000,1,1,0,Action|Adventure|Strategy,partial,0.3333,1,2,0,Action|Adventure,partial,0.5000,1,1,0
1715350_1,Action,Action|Adventure,partial,0.5000,1,1,0,Action|Adventure|Strategy,partial,0.3333,1,2,0,Action|Adventure,partial,0.5000,1,1,0
1716440_0,Adventure|Simulation|Strategy,Action|Adventure|Casual|Strategy,partial,0.4000,2,2,1,Action|Adventure|RPG,partial,0.2000,1,2,2,Action|Adventure|Casual|RPG|Strategy,partial,0.3333,2,3,1
1716440_1,Adventure|Simulation|Strategy,Action|Adventure|Casual|Simulation|Strategy,partial,0.6000,3,2,0,Action|Adventure|RPG,partial,0.2000,1,2,2,Action|Adventure|Casual|RPG|Strategy,partial,0.3333,2,3,1
1719390_0,Strategy,Casual|Strategy,partial,0.5000,1,1,0,Casual|RPG|Strategy,partial,0.3333,1,2,0,Casual|Strategy,partial,0.5000,1,1,0
1719390_1,Strategy,Casual|Strategy,partial,0.5000,1,1,0,Casual|RPG|Strategy,partial,0.3333,1,2,0,Casual|Strategy,partial,0.5000,1,1,0
1727810_0,Adventure|Casual|Strategy,Adventure|Casual|RPG|Strategy,partial,0.7500,3,1,0,Adventure|Casual|Simulation,partial,0.5000,2,1,1,Casual|Simulation|Strategy,partial,0.5000,2,1,1
1727810_1,Adventure|Casual|Strategy,Action|Adventure|Casual,partial,0.5000,2,1,1,Adventure|Casual|Simulation,partial,0.5000,2,1,1,Casual|Simulation,partial,0.2500,1,1,2
1735950_0,Adventure|Casual|RPG,Action|Adventure,partial,0.2500,1,1,2,Adventure|Casual,partial,0.6667,2,0,1,Adventure|Casual,partial,0.6667,2,0,1
1735950_1,Adventure|Casual|RPG,Action|Adventure,partial,0.2500,1,1,2,Adventure|Casual,partial,0.6667,2,0,1,Adventure|Casual,partial,0.6667,2,0,1
1737110_0,Strategy,Action|RPG|Strategy,partial,0.3333,1,2,0,Action|Strategy,partial,0.5000,1,1,0,Action|Strategy,partial,0.5000,1,1,0
